Source_Side,Status,Index_Entry,CIDOC_Type,Manual_Name,Manual_QID,Match_Type,File_Code,Extraction_Reason
Manual,Unmatched (Manual),,,,A308,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,,A315,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,,A331,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,,A8,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,A.M. Zanetti the Elder with Marchese Gerini,A2,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Abigail giving Presents to David,A3,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Academy at Parma,G35,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Accademia dei Cacadubbi,G33,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Accbremia Albrizziana,G94,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Achille Bosisio,R1,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Addison,A4,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Adoration of the Magi,A5,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Aedes Barberina ad Quirinalem,A7,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Aeneid,A416,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Albergo del Moretto,G8,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Alberto Vecchi,R2,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Alessandro Vasalli,R3,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Alessandro Zen,R4,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Alfredo Bardella,R5,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Alice Binion,R6,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Allegory of Clemency,A9,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Allegory of Coral fishing,A10,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Allegory of Rome,A11,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Allegory of Venice,A14,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Allegory of the Arts,A12,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Allegory of the Education of the Crown Prince of the Palatinate,A13,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Altar Paintings for the Parish Church of San Canciano,A18,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Altar of Friendship,A15,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Altar of Friendship,G22,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Altar of Tranquility and Rural Life,A16,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Altar of Wealth and Apollo,A17,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Altarpiece for Chiesa Nuova,A19,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Altarpiece for Santa Maria dei Cappuccini,A20,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Altarpiece for St. Sebastian,A21,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Altarpiece for the Augustinian Church,A22,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Altarpieces for the Royal Chapel,A23,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Altero Matteoli,R7,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Altieri,G51,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Andromache weeping before Aeneas,A24,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Angelica Griè,R12,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Angelo Contarini,R13,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Angelo Custode,A25,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Angels carrying the Instruments of the Passion and of St. Philip in Ecstasy,A26,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Animals and Figures in the Flemish Style|des animaux et figures à la flamande,A27,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Annamaria Gabrielli,R14,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Annan Gallery,G145,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Annunciation,A28,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Annunziata,G101,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Antichiesetta,G55,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Antichita di Palazzi,A29,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Anton Francesco Goli,R17,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Antonio Paluello,R19,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Antonio Pitteri,R61,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Apollo and the Muses,A30,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Apollo conducting Frederick Barbarossa's bride: Beatrice of Burgundy,A31,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Apostles,A32,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Apostolic Chamber of Commerc,G164,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Apotheosis of Aeneas,A33,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Apotheosis of the Pisani,A34,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Arch. del Gov. di Roma,G154,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Archiginnasio,G116,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Archivio Comunale,G95,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Archivio Comunale di Treviso,G143,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Archivio Mediceo,G146,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Archivio Storico per la Province Napoletane,G167,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Archivio di Stato,G67,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Archiviodella Compagnia di Gesù,G166,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Arena Chapel,G41,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Argus guarding,A35,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Ariadne being woken by Love,A36,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Arnaldi Lodovico,R120,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Art Institute of Chicago Robert A. Waller Fund,G93,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,"Arts Graphiques de la Cité,Agraci",G87,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Augustinian Monastery Altarpiece,A305,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Augustinian church,G111,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Avviso,G131,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Babylon,A37,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Bacchanalia,A39,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Bacchus,A38,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Bacchus and Ariadne,A40,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Barberini Chapel in S. Andrea della Valle,A41,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Barberini Chapelin S.Andreadella Valle),A42,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Barberini library,G147,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Basilica of Santa Cecilia in Bologna,G28,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Basilicas,G112,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Batlisheba Bathing,A43,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Battaria di Cusina,A44,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Battistela,G128,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Beatae Mariae Virginis Officium,A417,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Beggar holding a Rosary,A45,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Bell Towers for St. Peter's Basilica (demolished),A418,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Bensburg Castle,G15,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Bergamasque community,G68,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Biblioceca Estense,G151,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Biblioteca Correr,G1,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Biblioteca Govemadva,G69,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Bishop Harold von Hocheim being invested with the princedom by the Emperor in 1163,A46,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Boyle/Locke/Sydenham,A419,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Brutus killing Arruns,A47,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Bust of Democritus,A48,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Bust of Francis Bacon,A49,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Bust of Paolo Renier,A50,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Bust of Phocion,A420,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Ca' Foscari,G29,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Caesar and the Corsairs of Cilicia,A52,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Caiano Ferdinand,R21,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Cain and Abel,A53,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Calabrian national church,G9,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Camillo Gavassetti,R22,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Campo di Rialto,G17,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Caprizi Copiosi di Figure,A421,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Capuchin church in Rome,G2,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Cardinal Francesco Barberini,A54,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Cardinal Mazarin in His Gallery,A55,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Caricature of Cassiano dal Pozzo,A56,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Carita Romana,A57,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Carità,G70,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Carlo Baccinelli,R130,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Carlo Grimaldo,R24,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Carlo Quarismini,R25,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Carmelitani Scalzi,R26,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Carro Della Notte,A58,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Casa Soster,G23,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Castel Cogolo,G36,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Castel Gandolfo,A59,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Castello Sfarzesco,G130,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Castle of Cogolo,A422,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Cathedral of Rome,G108,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Cattedrale Chiesa di Parenzo,G109,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Cattedrale di Santa Maria Assunta,G3,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Cavaliere dello speron d'oro,A60,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Ceiling Frescoes in Palazzo Altieri,A62,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Ceiling Frescoes in the Quirinal Palace Gallery,A63,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Ceiling Paintings at Hampton Court,A424,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Ceiling fresco of the Augustinian Church,A61,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Ceiling of Palazzo Doria-Pamphili,A423,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Ceremonies of the Grand Duke,A425,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Chapel of St. Lawrence,G59,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Chapel of St. Stanislaus Kostka,G49,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Charity,A64,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Charles Fox,A65,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Charles Fran ois de Saint Saulieu,R27,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Charles I,A66,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Chiesa de' Servi,G4,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Children at Play,A67,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Christ and St Veronica,A68,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Christ driving the Jews from the Temple,A69,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Christ in the Boat calming His Disciples,A70,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Church Great WitleyWatson,G136,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Church of San Gaetano,G144,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Church of Santa Cecilia,G63,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Church of Santa Maria Rotonda,G10,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Church of Santa Marta,G18,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Church of the Apostoli,G19,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Cincinnatus summoned from the Plough,A71,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Coggio Pittoni,R28,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Coggioh Pittoni,R29,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Collegio di Siena,G50,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Colnaghi's,G163,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Consiglio del Consorzio,G71,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Conte Carpegna,R30,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Conte Tassis,R31,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Copy of Annibale Carracci's Works,A426,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Copy of Raphael's Loggias,A427,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Correr Library,G42,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Corti Guido,R32,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,"Count of Bolagno, the Imperial ambassador",A72,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Couvent des Augustins Déchaussés,G137,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Cowper,A73,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Creusa imploring Aeneas to rescue his father Anchises from the fire of Troy,A74,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Crossing of the Red Sea,A75,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Crucifixion,A76,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Crucifixion with the Madonna,A77,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Damaso,G52,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Danae,A78,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Dance of Nymphs,A364,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,David with the head of Goliath,A79,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Death,A80,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Death of Abel,A81,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Death of Cleopatra,A82,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Death of St. Francis Xavier,A321,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Death of Wallenstein,A83,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Decorations for St. Augustine Church,A84,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Decorative Paintings for Pisa Residence,A85,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Dedicatory Frontispiece to Etchings,A86,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Deianira and Nessus,A383,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Della Lena,R33,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Design for Sant'Andrea al Quirinale,A87,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Design for St. Peter's Square,A88,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Diana and Actaeon,A368,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Diana and Callisto,A89,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Diana and Endymion,A332,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Didwich,G124,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Directors of Chatto & Windus,G150,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Divine Right of Kings,A90,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,"Divine Virtues, Faith, Hope, Charity and Wisdom",A429,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Dome Frescoes of Sant'Agnese in Agone,A91,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Domenico Darmanno,R35,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Domenico da Isnello,R34,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Don Cesare Leopardi d`Osimo,R36,,name-English_table.csv,Unmatched & Non-Q ID
