实体1,QID,关系,实体2,QID.1
安尼巴莱·卡拉奇,Q7829,影响,米开朗基罗·塞阔齐,Q979862
范·拉尔,Q576907,影响,米开朗基罗·塞阔齐,Q979862
费迪南德大公,Q465178,支持,米开朗基罗·塞阔齐,Q979862
弗拉维奥·奇吉,Q368700,委托,米开朗基罗·塞阔齐,Q979862
贾科莫·博尔戈尼奥内,Q1366347,合作,米开朗基罗·塞阔齐,Q979862
卡拉瓦乔,Q42207,影响,米开朗基罗·塞阔齐,Q979862
拉格吉伯爵,Q18340689,赞助,米开朗基罗·塞阔齐,Q979862
拉吉主教,表中无ID,崇拜,米开朗基罗·塞阔齐,Q979862
马萨涅洛,Q735619,激发,米开朗基罗·塞阔齐,Q979862
萨尔瓦多·罗萨,Q359421,批评,米开朗基罗·塞阔齐,Q979862
枢机主教弗拉维奥·奇吉,Q368700,委托,米开朗基罗·塞阔齐,Q979862
乌尔德里科·卡尔佩尼亚,Q980628,赞助,米开朗基罗·塞阔齐,Q979862
西尔维亚·卡兰迪尼,Q113801624,赞助,米开朗基罗·塞阔齐,Q979862
雅克·库尔图瓦,Q1366347,认识,米开朗基罗·塞阔齐,Q979862
亚历山大七世,Q127254,委托,米开朗基罗·塞阔齐,Q979862
扬·米尔,Q979945,合作,米开朗基罗·塞阔齐,Q979862
弗朗西斯科·阿尔加罗蒂,Q439081,认识,米凯莱西,Q5986198
费迪南德大公,Q465178,资助,米科·斯帕达罗,Q1170226
马歇尔·舒伦伯格,Q70910,委托,莫拉特,Q339474
马歇尔·舒伦伯格,Q70910,认识,莫拉西,Q19997480
安德烈亚·特隆,Q110224729,反对,莫罗西尼,Q34481
克莱门特九世,Q155961,支持,内格罗尼,Q3105203
因诺森特十一世,Q101286,支持,内格罗尼,Q3105203
布克哈特,Q3166189,通信,尼古拉·克劳德·法布里·德·佩雷斯克,Q440183
加布里埃尔·诺德,Q710176,通信,尼古拉·克劳德·法布里·德·佩雷斯克,Q440183
弗朗西斯科·阿尔加罗蒂,Q439081,赞赏,尼古拉·普桑,Q41554
费迪南德大公,Q465178,委托,尼古拉·萨尔维,Q1986231
弗朗切斯科·巴尔贝里尼,Q2662344,赞助,尼古拉斯·普桑,Q41554
弗朗切斯科·巴尔贝里尼,Q2662344,推荐,尼古拉斯·普桑,Q41554
吉安·彼得罗·贝洛里,Q714400,支持,尼古拉斯·普桑,Q41554
吉安巴蒂斯塔·马里诺,Q332489,赞助,尼古拉斯·普桑,Q41554
卡米洛·马西斯米,Q1081431,委托,尼古拉斯·普桑,Q41554
卡西亚诺·达尔·波佐,Q1048333,赞助,尼古拉斯·普桑,Q41554
卡西亚诺·达尔·波佐,Q1048333,委托,尼古拉斯·普桑,Q41554
詹巴蒂斯塔·马里诺,Q332489,介绍,尼古拉斯·普桑,Q41554
朱利奥·罗斯皮格里奥西,Q155961,发现,尼古拉斯·普桑,Q41554
朱利奥·罗斯皮格里奥西,Q155961,介绍,尼古拉斯·普桑,Q41554
安妮女王,Q151209,任命,尼科洛·卡萨纳,Q3341172
费迪南德大公,Q465178,委托,尼科洛·卡萨纳,Q3341172
费迪南德大公,Q465178,赞助,尼科洛·萨科尼,Q1986231
彼得罗·泰斯塔,Q2155480,借钱,尼科洛·西蒙内利,Q97072945
路易吉·斯卡拉穆奇亚,Q3266512,献画,尼科洛·西蒙内利,Q97072945
萨尔瓦多·罗萨,Q359421,认识,尼科洛·西蒙内利,Q97072945
西吉斯蒙德·施特赖特,Q90687,委托,诺加里,Q465422
约瑟夫·史密斯,Q476702,认识,诺加里,Q465422
卡尔·古斯塔夫·泰辛,Q1038496,购买,诺加利,Q465422
戈尔多尼,Q165534,建议,诺维利,Q1718478
安东尼奥·扎塔,Q3313574,雇佣,诺维利,Q1718478
弗朗西斯科·阿尔加罗蒂,Q439081,认识,欧斯塔基奥·曼弗雷德,Q3541151
弗朗西斯科·阿尔加罗蒂,Q439081,结识,欧斯塔基奥·曼弗雷德,Q3541151
弗朗西斯科·阿尔加罗蒂,Q439081,认识,欧斯塔基奥·扎诺蒂,Q3735039
芭芭拉·马扎,Q124847240,研究,欧文·麦克斯温尼,Q5102690
菲利波·法尔塞蒂,Q16556042,学习,帕德里·洛多利,Q601642
西吉斯蒙德·施特赖特,Q90687,退休,帕多瓦,1682
马菲奥·皮内利,Q56006855,收藏,帕多瓦尼诺,Q1727824
马菲奥·皮内利,Q56006855,收藏,帕尔马·乔凡尼,Q651795
安东尼奥·玛丽亚·扎内蒂,Q944948,收藏,帕尔米贾尼诺,表中无人名
加布里埃尔·诺德,Q710176,合作,帕加尼诺·高登齐,Q2046132
加布里埃尔·诺德,Q710176,评论,帕加尼诺·高登齐,Q2046132
弗朗西斯科·阿尔加罗蒂,Q439081,委托,帕拉迪奥,Q177692
弗朗西斯科·阿尔加罗蒂,Q439081,欣赏,帕拉迪奥,Q177692
约瑟夫·史密斯,Q476702,认识,帕拉迪奥,Q177692
安德烈亚·帕拉迪奥,Q177692,设计,帕拉佐·基里卡蒂宫,表中无人名
弗朗西斯科·阿尔加罗蒂,Q439081,委托,帕尼尼,Q286670
弗朗西斯科·阿尔加罗蒂,Q439081,评论,帕尼尼,Q286670
弗朗西斯科·阿尔加罗蒂,Q439081,建议,帕尼尼,Q286670
卡纳莱托,Q182664,认识,帕尼尼,Q286670
约瑟夫·史密斯,Q476702,合伙,帕斯夸里,表中无ID
马可·福斯卡里尼,Q1242215,委托,庞培奥·巴托尼,Q505613
安德鲁·方丹,Q4756994,雇用,佩莱格里尼,Q1358364
波特兰勋爵,Q336463,委托,佩莱格里尼,Q1358364
卡多根勋爵,表中无ID,雇佣,佩莱格里尼,Q1358364
克拉拉·加拉斯,表中无ID,研究,佩莱格里尼,Q1358364
曼彻斯特勋爵,表中无ID,邀请,佩莱格里尼,Q1358364
曼彻斯特勋爵,表中无ID,雇用,佩莱格里尼,Q1358364
皮埃尔·莫特克斯,Q3382857,委托,佩莱格里尼,Q1358364
约翰·威廉,Q64266,赞助,佩莱格里尼,Q1358364
约翰·威廉选帝侯,Q64266,邀请,佩莱格里尼,Q1358364
约翰·威廉选帝侯,Q64266,委托,佩莱格里尼,Q1358364
约瑟夫·史密斯,Q476702,认识,佩莱格里诺·安东尼奥·奥兰迪,Q947577
乔瓦尼·安德里亚·卡洛恩,Q3106993,欠债,佩莱格里诺·佩里,表中无ID
乔瓦尼·安德里亚·卡洛内,Q3106993,袭击,佩莱格里诺·佩里,表中无ID
卡洛内,Q3106993,袭击,佩里,表中无ID
弗朗西斯科·阿尔加罗蒂,Q439081,指导,佩希,Q97572114
马歇尔·舒伦伯格,Q70910,收藏,皮埃尔·保罗·普吉,Q371979
马歇尔·舒伦伯格,Q70910,认识,皮埃尔·保罗·普吉,Q371979
弗朗西斯科·阿尔加罗蒂,Q439081,拜访,皮埃尔·克罗泽特,Q2007354
弗朗西斯科·阿尔加罗蒂,Q439081,不及,皮埃尔·克罗泽特,Q2007354
弗朗西斯科·阿尔加罗蒂,Q439081,结识,皮埃尔·路易·莫佩尔蒂,Q164374
弗兰西斯·哈斯克尔,Q320477,感谢,皮埃尔·罗森伯格,Q966176
克塞特勋爵五世,Q15989977,雇用,皮埃尔·蒙诺,Q3383614
弗朗西斯科·阿尔加罗蒂,Q439081,认识,皮埃尔-让·马里埃特,Q322341
弗拉·加尔加利奥,Q1440305,拒绝,皮埃特罗·奥托博尼,Q101294
塞巴斯蒂亚诺·里奇,Q26878812,拒绝,皮埃特罗·奥托博尼,Q101294
亚历山大八世,Q101294,任命,皮埃特罗·奥托博尼,Q101294
卡米洛·马西斯米,Q1081432,赞助,皮埃特罗·圣·巴托利,Q1106798
卡米洛·马西斯米,Q1081433,委托,皮埃特罗·圣·巴托利,Q1106798
马斯西米,Q3297734,委托,皮埃特罗·圣·巴托利,Q1106798
保罗·焦尔达诺,Q519364,赞助,皮埃特罗·塔卡,Q1350673
保罗·焦尔达诺,Q519364,赞助,皮埃特罗·塔卡,Q1350673
彼得罗·泰斯塔,Q2155480,合作,皮尔·弗朗西斯科·莫拉,Q1192715
卡西亚诺·达尔·波佐,Q1048333,赞助,皮尔·弗朗西斯科·莫拉,Q1192715
克里斯蒂娜,Q52937,赞助,皮尔·弗朗西斯科·莫拉,Q1192715
克里斯蒂娜女王,Q52937,委托,皮尔·弗朗西斯科·莫拉,Q1192715
克里斯蒂娜女王,Q52937,崇拜,皮尔·弗朗西斯科·莫拉,Q1192715
马蒂亚·普雷蒂,Q468632,取代,皮尔·弗朗西斯科·莫拉,Q1192715
马蒂亚·普雷蒂,Q468632,替代,皮尔·弗朗西斯科·莫拉,Q1192715
帕姆菲利亲王,Q2935138,委托,皮尔·弗朗西斯科·莫拉,Q1192715
因诺森特十世,Q101266,协助,皮尔·弗朗西斯科·莫拉,Q1192715
教皇克莱门特十一世,Q129967,雇佣,皮尔·莱昂尼·盖齐,Q429072
马歇尔·舒伦伯格,Q70910,委托,弗朗切斯科·皮特,表中无ID
弗朗西斯科·阿尔加罗蒂,Q439081,委托,皮托尼,Q982011
弗朗西斯科·阿尔加罗蒂,Q439081,委托,皮托尼,Q982011
弗朗西斯科·阿尔加罗蒂,Q439081,委托,皮托尼,Q982011
克莱门斯·奥古斯特,Q215086,委托,皮托尼,Q982011
马歇尔·舒伦伯格,Q70910,委托,皮托尼,Q982011
马歇尔·舒伦伯格,Q70910,赞助,皮托尼,Q982011
麦克斯威尼,Q5102690,邀请,皮托尼,Q982011
麦克斯威尼,Q5102690,委托,皮托尼,Q982011
欧文·麦克斯维尼,Q5102690,委托,皮托尼,Q982011
唐·彼得罗·安东尼奥·托尼,Q2374666,朋友,皮托尼,Q982011
唐·彼得罗·安东尼奥·托尼,Q2374666,结识,皮托尼,Q982011
赞贝利,Q5936529,受雇,皮托尼,Q982011
安东尼奥·玛丽亚·扎内蒂,Q944948,影响,皮亚泽塔,Q282670
安格利,Q378182,模仿,皮亚泽塔,Q282670
弗朗西斯科·阿尔加罗蒂,Q439081,委托,皮亚泽塔,Q282670
弗朗西斯科·阿尔加罗蒂,Q439081,委托,皮亚泽塔,Q282670
弗朗西斯科·阿尔加罗蒂,Q439081,委托,皮亚泽塔,Q282670
克莱门斯·奥古斯特,Q215086,委托,皮亚泽塔,Q282670
马歇尔·舒伦伯格,Q70910,代理,皮亚泽塔,Q282670
马歇尔·舒伦伯格,Q70910,委托,皮亚泽塔,Q282670
马歇尔·舒伦伯格,Q70910,雇佣,皮亚泽塔,Q282670
马歇尔·舒伦伯格,Q70910,委托,皮亚泽塔,Q282670
麦克斯威尼,Q5102690,邀请,皮亚泽塔,Q282670
麦克斯威尼,Q5102690,委托,皮亚泽塔,Q282670
欧文·麦克斯维尼,Q5102690,委托,皮亚泽塔,Q282670
詹巴蒂斯塔·阿尔布里兹,Q21748854,赞助,皮亚泽塔,Q282670
G.A.阿曼尼,表中无ID,嘲笑,普尔先生,表中无ID
卡洛·洛多利,Q601642,教授,普芬多夫,Q57186
西吉斯蒙德·施特赖特,Q90687,认识,普鲁士国王,Q58600
西吉斯蒙德·施特赖特,Q90687,认识,普鲁士女王,Q231876
弗朗西斯科·阿尔加罗蒂,Q439081,通信,普罗斯佩罗·佩希,Q97572114
弗朗西斯科·阿尔加罗蒂,Q439081,认识,普罗斯佩罗·佩希,Q97572114
弗朗西斯科·阿尔加罗蒂,Q439081,委托,普洛斯彼罗·佩希,Q97572114
彼得罗·泰斯塔,Q2155480,学习,普桑,Q41554
弗朗西斯科·巴尔贝里尼,Q2662344,赞助,普桑,Q41554
卡米洛·马西斯米,Q1081434,学习,普桑,Q41554
卡米洛·马西斯米,Q1081435,收藏,普桑,Q41554
卡西亚诺,Q1048333,赞助,普桑,Q41554
卡西亚诺·达尔·波佐,Q1048333,指导,普桑,Q41554
卡西亚诺·达尔·波佐,Q1048333,委托,普桑,Q41554
卡西亚诺·达尔·波佐,Q1048333,赞助,普桑,Q41554
马尔凯塞·朱斯蒂尼亚尼,Q1396468,赞助,普桑,Q41554
詹巴蒂斯塔·马里诺,Q332489,委托,普桑,Q41554
马塞洛·萨凯蒂,Q6087600,引荐,普桑,Q41554
马斯西米,Q3297734,赞助,普桑,Q41554
西蒙内利,Q97072945,介绍,普桑,Q41554
西吉斯蒙德·施特赖特,Q90687,认识,齐默尔曼,Q115878
普桑,Q41554,写信,保罗·弗雷亚特·德·钱特娄,Q3371258
弗朗西斯科·阿尔加罗蒂,Q439081,欣赏,乔尔乔内,Q8459
马菲奥·皮内利,Q56006855,收藏,乔尔乔内,Q8459
弗朗切斯科·巴尔贝里尼,Q2662344,赞助,乔凡·弗朗切斯科·罗曼内利,Q2983846
费迪南德大公,Q465178,委托,乔凡尼·阿戈斯蒂诺·卡萨纳,Q3106982
费迪南德大公,Q465178,支持,乔凡尼·安东尼奥·伯里尼,Q1648231
弗拉维奥·奇吉,Q368700,委托,乔凡尼·安杰洛·卡尼尼,Q5563665
奥古斯特三世,Q53438,委托,乔凡尼·巴蒂斯塔·蒂耶波洛,Q186202
卡尔·菲利普·冯·格里芬克劳,Q95296,委托,乔凡尼·巴蒂斯塔·蒂耶波洛,Q186202
卡尔·菲利普·冯·格里芬克劳,Q95296,邀请,乔凡尼·巴蒂斯塔·蒂耶波洛,Q186202
费迪南德大公,Q465178,赞助,乔凡尼·巴蒂斯塔·兰杰蒂,Q1525882
加斯帕尔·如莫尔,Q3098722,赞助,乔凡尼·巴蒂斯塔·罗勃洛,Q1116328
奥古斯特三世,Q53438,委托,乔凡尼·巴蒂斯塔·皮托尼,Q982011
奥古斯特三世,Q53438,委托,乔凡尼·巴蒂斯塔·皮亚泽塔,Q282670
奥拉齐奥·简提列斯基,Q367360,竞争,乔凡尼·巴格里昂,Q983332
教皇克莱门特十一世,Q129967,雇佣,乔凡尼·多梅尼科·皮斯特里尼,Q18217871
彼得罗·维斯康蒂,Q127230626,评论,乔凡尼·多美尼科·蒂耶波洛,Q435316
弗朗切斯科·巴尔贝里尼,Q2662344,委托,乔凡尼·兰弗兰科,Q447730
蒙特利伯爵,Q3845070,雇用,乔凡尼·兰弗兰科,Q447730
枢机主教蒙塔尔托,Q133350,委托,乔凡尼·兰弗兰科,Q447730
乌尔班八世,Q131579,委托,乔凡尼·兰弗兰科,Q447730
教皇克莱门特十一世,Q129967,雇佣,乔凡尼·欧达兹,Q464446
西吉斯蒙德·施特赖特,Q90687,认识,乔利,Q2404265
马歇尔·舒伦伯格,Q70910,认识,乔托,Q7814
卢梭,Q6527,影响,乔瓦尼·巴蒂斯塔·比菲,Q16559762
切萨雷·贝卡里亚,Q223723,结识,乔瓦尼·巴蒂斯塔·比菲,Q16559762
维里,Q550318,结识,乔瓦尼·巴蒂斯塔·比菲,Q16559762
克劳迪奥·阿夸维瓦,Q681779,监督,乔瓦尼·巴蒂斯塔·菲亚梅里,Q3107066
彼得罗·贝尔尼尼,Q712397,雇用,乔瓦尼·巴蒂斯塔·高利,Q520573
彼得罗·贝尔尼尼,Q712397,推荐,乔瓦尼·巴蒂斯塔·高利,Q520573
费迪南德大公,Q465178,委托,乔瓦尼·巴蒂斯塔·兰杰蒂,Q1525882
马歇尔·舒伦伯格,Q70910,认识,乔瓦尼·巴蒂斯塔·罗塔,表中无ID
卡洛·洛多利,Q601642,结识,乔瓦尼·巴蒂斯塔·帕斯夸利,Q3762420
弗朗西斯科·阿尔加罗蒂,Q439081,评价,乔瓦尼·巴蒂斯塔·皮托尼,Q982011
弗朗西斯科·阿尔加罗蒂,Q439081,评价,乔瓦尼·巴蒂斯塔·皮亚泽塔,Q282670
彼得罗·泰斯塔,Q2155480,合作,乔瓦尼·贝内代托·卡斯蒂廖内,Q40823
约瑟夫·史密斯,Q476702,认识,乔瓦尼·波伦尼,Q1230528
枢机主教皮奥,表中无ID,资助,乔瓦尼·博纳蒂,Q5565359
弗朗西斯科·阿尔加罗蒂,Q439081,认识,乔瓦尼·博塔里,Q3107196
卡米洛·马西斯米,Q1081437,赞助,乔瓦尼·博塔里,Q3107196
保罗·焦尔达诺,Q519364,赞助,乔瓦尼·达·圣·乔瓦尼,Q1058463
亚历山德罗·法尔内塞,Q248459,委托,乔瓦尼·德·韦克奇,Q27841680
亚历山德罗·法尔内塞,Q248459,雇用,乔瓦尼·德·韦克奇,Q27841680
马扎林,Q166056,雇用,乔瓦尼·弗朗切斯科·格里马尔迪,Q1342809
费迪南德大公,Q465178,支持,乔瓦尼·卡米洛·萨格雷斯塔尼,Q598631
费兰特·卡洛,Q98111606,批评,乔瓦尼·兰弗兰科,Q447730
吉安·彼得罗·贝洛里,Q714400,批评,乔瓦尼·兰弗兰科,Q447730
费迪南德大公,Q465178,支持,乔瓦尼·里奇,表中无ID
弗朗西斯科·阿尔加罗蒂,Q439081,委托,乔瓦尼·马尔乔里,Q240781
保罗·内格里,Q3894305,评论,乔瓦尼·佩鲁吉尼,Q5563946
佩莱格里诺·佩里,表中无ID,谴责,乔瓦尼·佩鲁西尼,未查询成功
朱利奥·马扎林,Q166056,委托,乔万·弗朗西斯科·罗曼内利,Q2983846
费迪南德大公,Q465178,资助,乔万·乔塞福·达尔·索罗,Q961329
费迪南德大公,Q465178,赞助,乔万·乔塞福·达尔·索罗,Q961329
彼得伯勒伯爵三世,Q1065565,委托,乔万·乔瑟福·达尔·索尔,Q961329
萨沃伊尤金大公,Q610738,委托,乔万·乔瑟福·达尔·索尔,Q961329
费迪南德大公,Q465178,资助,乔万·乔瑟福·桑蒂,Q52154095
费迪南德大公,Q465178,赞助,乔万·乔瑟福·桑蒂,Q52154095
布克哈特,Q3166189,赞赏,乔万尼·巴蒂斯塔·多尼,Q2739207
费迪南德大公,Q465178,资助,乔万尼·巴蒂斯塔·郎盖蒂,Q1525882
马尔凯塞·朱斯蒂尼亚尼,Q1396468,收藏,乔治·德·拉图尔,Q203371
弗兰西斯·哈斯克尔,Q320477,感谢,乔治·汉弗莱·沃尔弗斯坦·赖兰兹,Q5208082
卡洛·马拉塔,Q538998,指导,乔治·玛丽亚·拉帕里尼,Q1525490
安吉洛·奎里尼,Q536447,影响,乔治·皮萨尼,表中无ID
孟德斯鸠,Q15975,影响,乔治·皮萨尼,表中无ID
詹皮科利,Q3107898,受委托,乔治·皮萨尼,表中无ID
弗朗西斯科·祖卡雷利,Q919093,效力,乔治三世,Q127318
约瑟夫·史密斯,Q476702,出售,乔治四世,Q130586
罗萨尔巴·卡列拉,Q237726,结识,让·弗朗索瓦·德·特洛伊,Q707729
卡西亚诺·达尔·波佐,Q1048333,赞助,让·勒梅尔,Q212445
布克哈特,Q3166189,合作,让-雅克·布夏尔,Q3166189
保罗·焦尔达诺,Q519364,赞助,热罗拉莫·弗雷斯科巴尔迪,Q209212
马歇尔·舒伦伯格,Q70910,对抗,瑞典查理十二世,Q52934
安德里亚·梅莫,Q1052776,认识,瑞典国王,Q52938
巴尔迪努奇,Q979574,评论,萨尔瓦多·罗萨,Q359421
巴尔迪努奇,Q979574,评价,萨尔瓦多·罗萨,Q359421
巴尔迪努奇,Q979574,评价,萨尔瓦多·罗萨,Q359421
彼得罗·贝尔尼尼,Q712397,驱逐,萨尔瓦多·罗萨,Q359421
弗朗西斯科·阿尔加罗蒂,Q439081,评价,萨尔瓦多·罗萨,Q359421
路易十四,Q7742,邀请,萨尔瓦多·罗萨,Q359421
马里亚诺·罗西,表中无人名,帮助,萨尔瓦多·罗萨,Q359421
尼科洛·西蒙内利,Q97072945,雇用,萨尔瓦多·罗萨,Q359421
尼科洛·西蒙内利,Q97072945,赞助,萨尔瓦多·罗萨,Q359421
尼科落·西蒙内利,Q97072945,赞助,萨尔瓦多·罗萨,Q359421
唐·安东尼奥·鲁福,Q76342063,委托,萨尔瓦多·罗萨,Q359421
西蒙内利,Q97072945,协助,萨尔瓦多·罗萨,Q359421
詹巴蒂斯塔·里恰尔迪,Q55769135,委托,萨尔瓦多·罗萨,Q359421
詹巴蒂斯塔·里恰尔迪,Q55769135,建议,萨尔瓦多·罗萨,Q359421
詹巴蒂斯塔·里恰尔迪,Q55769135,友谊,萨尔瓦多·罗萨,Q359421
朱塞佩·德·罗西斯,Q28730220,评价,萨尔瓦多·罗萨,Q359421
卡洛·德·罗西,表中无ID,赞助,萨尔瓦多·罗萨银,Q359421
卡尔多·德·罗西,表中无ID,委托,萨尔瓦托·罗萨,Q359421
洛伦佐·奥诺弗里奥,Q3837032,赞助,萨尔瓦托·罗萨,Q359421
唐·马里奥·齐吉,表中无ID,保护,萨尔瓦托·罗萨,Q359421
安·萨瑟兰·哈里斯,Q18934849,研究,萨基,Q495008
巴尔贝里尼,Q1186836,雇佣,萨基,Q495008
费迪南德大公,Q465178,支持,萨科尼,表中无ID
费迪南德大公,Q465178,资助,萨科尼,表中无ID
费迪南德大公,Q465178,派遣,萨科尼,表中无ID
洛雷达娜·奥利瓦托,Q61480955,研究,萨索,Q56007029
斯特兰奇,表中无ID,委托,萨索,Q56007029
安尼巴莱·卡拉奇,Q7830,影响,萨索费拉托,Q1345289
多梅尼基诺,Q320118,影响,萨索费拉托,Q1345289
卡拉布里安·弗朗切斯科·科扎,Q1133464,推荐,萨索费拉托,Q1345289
拉斐尔,Q5597,影响,萨索费拉托,Q1345289
罗萨诺公主,结果不唯一,委托,萨索费拉托,Q1345289
W.阿尔斯兰,Q4018329,研究,塞巴斯蒂安·里奇,Q26878812
孔戴·塔西斯,表中无ID,委托,塞巴斯蒂安·里奇,Q26878812
唐·彼得罗·安东尼奥·托尼,Q2374666,密友,塞巴斯蒂安·里奇,Q26878812
唐·彼得罗·安东尼奥·托尼,Q2374666,照顾,塞巴斯蒂安·里奇,Q26878812
费迪南德大公,Q465178,聘请,塞巴斯蒂安诺·邦贝利,Q963486
安东尼奥·玛丽亚·扎内蒂,Q944948,收藏,塞巴斯蒂亚诺,Q21208132
奥托博尼,Q101294,接纳,塞巴斯蒂亚诺·孔卡,Q774781
弗朗西斯科·索利梅纳,Q736065,优于,塞巴斯蒂亚诺·孔卡,Q774781
弗朗西斯科·索利梅纳,Q736065,教导,塞巴斯蒂亚诺·孔卡,Q774781
弗朗西斯科·索利梅纳,Q736065,影响,塞巴斯蒂亚诺·孔卡,Q774781
教皇克莱门特十一世,Q129967,雇佣,塞巴斯蒂亚诺·孔卡,Q774781
克里斯蒂娜女王,Q52937,委托,塞巴斯蒂亚诺·孔卡,Q774781
皮埃特罗·奥托博尼,Q101294,赞助,塞巴斯蒂亚诺·孔卡,Q774781
皮埃特罗·奥托博尼,Q101294,委托,塞巴斯蒂亚诺·孔卡,Q774781
朱塞佩·玛丽亚·克雷斯皮,Q528620,优于,塞巴斯蒂亚诺·孔卡,Q774781
P·J·马里埃特,Q322343,评论,塞巴斯蒂亚诺·里奇,Q26878812
奥托博尼,Q101294,委托,塞巴斯蒂亚诺·里奇,Q26878812
波特兰勋爵,Q336463,雇用,塞巴斯蒂亚诺·里奇,Q26878812
伯灵顿勋爵,Q555723,雇用,塞巴斯蒂亚诺·里奇,Q26878812
菲利波·朱瓦拉,Q85000,邀请,塞巴斯蒂亚诺·里奇,Q26878812
菲利波·朱瓦拉,Q85000,授权,塞巴斯蒂亚诺·里奇,Q26878812
菲利普·朱瓦拉,Q85000,授权,塞巴斯蒂亚诺·里奇,Q26878812
费迪南德大公,Q465178,委托,塞巴斯蒂亚诺·里奇,Q26878812
弗朗切斯科·丰特巴索,Q447991,学习,塞巴斯蒂亚诺·里奇,Q26878812
弗朗西斯科·马鲁切利,Q3750256,委托,塞巴斯蒂亚诺·里奇,Q26878812
贾科莫·瓜拉纳,Q3805882,学习,塞巴斯蒂亚诺·里奇,Q26878812
杰弗里·丹尼尔斯,Q16185399,研究,塞巴斯蒂亚诺·里奇,Q26878812
克里斯蒂娜女王,Q52937,委托,塞巴斯蒂亚诺·里奇,Q26878812
皮埃特罗·奥托博尼,Q101294,邀请,塞巴斯蒂亚诺·里奇,Q26878812
约瑟夫·史密斯,Q476702,赞助,塞巴斯蒂亚诺·里奇,Q26878812
阿戈斯蒂诺·马斯卡迪,Q3606791,翻译,塞贝斯,Q965144
弗拉维奥·奇吉,Q368700,委托,塞阔齐,Q979862
科达奇,Q2553051,合作,塞阔齐,Q979862
拉格吉伯爵,Q18340689,赞助,塞阔齐,Q979862
拉吉主教,表中无ID,崇拜,塞阔齐,Q979862
罗萨,Q359421,批评,塞阔齐,Q979862
摩德纳人西尔维亚·卡兰迪尼,Q113801624,崇拜,塞阔齐,Q979862
西尔维亚·卡兰迪尼,Q113801624,赞助,塞阔齐,Q979862
马歇尔·舒伦伯格,Q70910,认识,塞缪尔·罗曼宁,Q3946678
约瑟夫·史密斯,Q476702,认识,塞缪尔·希尔,Q28955153
弗朗西斯科·阿尔加罗蒂,Q439081,仰慕,塞西莉亚·埃莫,表中无ID
沙夫茨伯里三世,Q333294,孙子,沙夫茨伯里伯爵一世,Q333294
安东尼奥·玛丽亚·扎内蒂,Q944948,代理,摄政王,Q155596
格雷戈里十五世,Q132692,册封,圣方济·沙勿略,Q163900
