实体1,QID,关系,实体2,QID.1
格里高利十五世,Q132692,册封,圣方济·沙勿略,Q163900
格里高利十三世,Q83029,指派,圣菲利普·内里,Q217791
安德里亚·梅莫,Q1052776,学习,史密斯领事,Q476702
弗朗西丝·维维安,Q76180855,研究,史密斯领事,Q476702
卡洛·洛多利,Q601642,拜访,史密斯领事,表中无ID
唐·彼得罗·安东尼奥·托尼,Q2374666,代理,史密斯领事,未查询成功
乌尔班八世,Q131579,任命,枢机主教安东尼奥,Q599744
教皇亚历山大八世,Q101294,任命,枢机主教奥托博尼,Q101294
亚历山大八世,Q101294,任命,枢机主教奥托博尼,Q101294
乔凡尼·兰弗兰科,Q447730,通信,枢机主教巴尔贝里尼,Q599744
费兰特·卡洛,Q98111606,秘书,枢机主教鲍格才,Q452570
多梅尼科·马丽亚·维亚尼,Q5290110,拒绝,枢机主教德·德阿达,Q1366303
拉扎里尼,Q1384461,拒绝,枢机主教德·德阿达,Q1366303
德特勒夫·海坎普,Q23562036,研究,枢机主教德尔·蒙特,Q140106
乔瓦尼·巴蒂斯塔·克雷森齐,Q1525857,兄弟,枢机主教克雷森齐,Q1525853
费兰特·卡洛,Q98111606,秘书,枢机主教桑德拉托,Q2518867
安东尼奥·玛丽亚·扎内蒂,Q944948,代理,舒伦堡,Q70910
安东尼奥·玛丽亚·扎内蒂(老),Q944948,结识,舒伦堡,Q70910
朱塞佩·M·克雷斯皮,Q528620,通信,斯蒂法诺·孔蒂,Q4026944
约翰·格奥尔格三世,Q53438,雇用,斯蒂芬诺·萨达尼,表中无ID
马扎林,Q166056,支持,斯帕达,表中无ID
詹姆斯·桑希尔爵士,Q1681192,争执,斯泰尔斯先生,表中无ID
贝尔纳多·贝洛托,Q164688,效力,斯坦尼斯拉斯·波尼亚托夫斯基,Q54019
亚历山德罗·马尔凯西尼,Q3460024,通信,斯特凡诺·孔蒂,Q4026944
乔万尼·玛利亚·萨索,Q56007029,合作,斯特兰奇,表中无ID
乔万尼·玛利亚·萨索,Q56007029,通信,斯特兰奇,表中无ID
马歇尔·舒伦伯格,Q70910,认识,斯威特,Q18934833
萨沃伊尤金大公,Q610738,委托,索利梅纳,Q736065
乌尔班八世,Q131579,提拔,塔代奥·巴尔贝里尼,Q3817341
安东尼奥·巴尔贝里尼,Q599744,兄弟,塔代奥·巴尔贝里尼,Q3817341
弗朗切斯科·巴尔贝里尼,Q2662344,兄弟,塔代奥·巴尔贝里尼,Q3817341
乌尔班八世,Q131579,叔叔,塔代奥·巴尔贝里尼,Q3817341
乌尔班八世,Q131579,授予,塔代奥·巴尔贝里尼,Q3817341
乌尔班八世,Q131579,任命,塔代奥·巴尔贝里尼,Q3817341
乌尔班八世,Q131579,赋予,塔迪奥·巴尔贝里尼,Q3817341
贝尔纳迪诺·卡斯泰利,Q3638702,描绘,泰奥多罗·科雷尔,Q2403974
卡西亚诺,Q1048333,赞助,泰斯塔,Q2155480
弗朗西斯科·阿尔加罗蒂,Q439081,指导,泰西,Q3301722
弗朗西斯科·阿尔加罗蒂,Q439081,委托,泰西,Q3301722
比尤斯特伦,Q5577315,讨论,泰辛,Q1038496
安东·弗朗切斯科·法尔塞蒂,表中无ID,侄子,汤马索·朱塞佩·法尔塞蒂,Q53564852
塞巴斯蒂安·里奇,Q26878812,赠送,唐·彼得罗·安东尼奥·托尼,Q2374666
范·拉尔,Q576907,献画,唐·费迪南多·阿凡·德·里贝拉,Q1762520
卡洛·马拉塔,Q538998,分歧,唐·加斯帕罗·阿尔蒂里,Q27999316
乌尔班八世,Q131579,任命,唐·塔迪奥·巴尔贝里尼,Q3817341
安德里亚·梅莫,Q1052776,认识,唐·文森佐·拉迪基奥,秘书，无ID
安德里亚·梅莫,Q1052776,指导,唐·文森佐·拉迪基奥,秘书，无ID
卡米洛·马西斯米,Q1081438,购买,唐娜·奥林匹娅·马伊达尔齐尼,Q260170
奥托博尼,Q101294,安置,特雷维萨尼,Q963875
弗兰西斯·哈斯克尔,Q320477,感谢,特里西奥·皮尼亚蒂,Q2404709
马歇尔·舒伦伯格,Q70910,认识,特里西奥·皮尼亚蒂,Q2404709
弗朗西斯科·阿尔加罗蒂,Q439081,评价,特尼斯,表中无人名
查尔斯五世,Q32500,提拔,提香,Q47551
查理五世,Q32500,任命,提香,Q47551
弗朗西斯科·阿尔加罗蒂,Q439081,欣赏,提香,Q47551
约瑟夫·史密斯,Q476702,认识,托菲洛·加拉西尼,Q51527555
弗朗西斯科·阿尔加罗蒂,Q439081,评价,托雷利,Q712531
加布里埃尔·诺德,Q710176,赞赏,托马索·康帕内拉,Q191850
英诺森特十二世,Q132708,任命,托马索·鲁福,Q2661419
托马索·鲁福,Q2661419,委托,托马索·马泰,Q7819076
教皇克莱门特十一世,Q129967,雇佣,托马索·希阿里,Q52149250
弗朗西斯科·阿尔加罗蒂,Q439081,认识,托马索·朱塞佩·法塞蒂,Q53564852
安德里亚·梅莫,Q1052776,认识,托斯卡纳大公,Q256580
安吉洛·奎里尼,Q536447,认识,托斯卡纳大公,Q256580
费迪南德大公,Q465178,职位,托斯卡纳大公,Q256580
埃克塞特勋爵,表中无ID,委托,瓦莱里奥·卡斯特利,表中无ID
克塞特勋爵五世,Q15989977,委托,瓦莱里奥·卡斯特利,表中无ID
P·博斯科维奇,Q310757,通信,瓦利斯涅里,Q2662898
弗朗切斯科·巴尔贝里尼,Q2662344,赞助,瓦伦丁,Q1337275
卡西亚诺,Q1048333,赞助,瓦罗塔里,Q1727824
约瑟夫·史密斯,Q476702,认识,威廉·贝克福德,Q361026
弗朗西斯科·阿尔加罗蒂,Q439081,赠画,威廉·皮特,Q208663
弗朗西斯科·阿尔加罗蒂,Q439081,赠送,威廉·皮特,Q208663
约瑟夫·史密斯,Q476702,认识,威廉·皮特,Q208663
约瑟夫·史密斯,Q476702,认识,威廉姆斯,Q7529426
安妮女王,Q151209,继承,威廉三世,Q129987
弗朗西斯科·阿尔加罗蒂,Q439081,评价,韦尔内,Q315819
安东尼奥·扎塔,Q3313574,支持,维格诺拉,Q297565
枢机主教法尔内塞,Q248459,雇佣,维格诺拉,Q297565
枢机主教亚历山德罗·法尔内塞,Q248459,委托,维格诺拉,Q297565
亚历山德罗·法尔内塞,Q248459,雇用,维格诺拉,Q297565
卡洛·洛多利,Q601642,崇拜,维科,Q178709
卡洛·洛多利,Q601642,鼓励,维科,Q178709
卡洛·洛多利,Q601642,鼓励,维科,Q178709
卡纳莱托,Q182664,影响,维米尔,Q41264
卡纳莱托,Q182664,认识,维米尔,Q41264
彼得罗·泰斯塔,Q2155480,创作,维琴佐·朱斯蒂尼亚尼,Q25206732
卡米洛·马西斯米,Q1081440,继承,维琴佐·朱斯蒂尼亚尼,Q25206732
安东尼奥·扎塔,Q3313574,支持,维森蒂尼,Q605690
约瑟夫·史密斯,Q476702,雇佣,维森蒂尼,Q605690
约瑟夫·史密斯,Q476702,认识,维托·托德斯尼奇,表中无ID
约瑟夫·史密斯,Q476702,认识,维托里奥·马拉马尼,Q20441118
费迪南德大公,Q465178,学习,维维亚尼,Q318037（不确定)
费迪南德大公,Q465178,委托,维维亚尼,Q318037（不确定)
马尔凯塞·朱斯蒂尼亚尼,Q1396468,赞助,维维亚诺·科达奇,Q2553051
米开朗基罗·塞阔齐,Q979862,合作,维维亚诺·科达奇,Q2553051
菲利普四世,Q691402,派遣,委拉斯贵支,Q297
弗朗切斯科·巴尔贝里尼,Q2662344,结识,委拉斯贵支,Q297
弗朗西斯科·巴尔贝里尼,Q2662344,接待,委拉斯贵支,Q297
卡米洛·马西斯米,Q1081439,收藏,委拉斯贵支,Q297
马斯西米,Q3297734,赞助,委拉斯贵支,Q297
米开朗基罗·塞阔齐,Q979862,认识,委拉斯贵支,Q297
因诺森特十世,Q101266,委托,委拉斯贵支,Q297
弗朗西斯科·阿尔加罗蒂,Q439081,欣赏,委罗内塞,Q9440
马菲奥·皮内利,Q56006855,收藏,委罗内塞,Q9440
安吉洛·奎里尼,Q536447,赞赏,温克尔曼,Q57280
安吉洛·奎里尼,Q536447,崇敬,温克尔曼,Q57280
米开朗基罗·塞阔齐,Q979862,绘制,文森佐·内里,表中无ID
萨尔瓦多·罗萨,Q359421,绘制,文森佐·内里,表中无ID
克劳德·梅兰,Q1274026,刻画,文森佐·朱斯蒂尼亚尼,Q25206732
奥古斯都三世,Q53438,雇用,文图拉,表中无ID
菲利波·法尔塞蒂,Q16556042,聘请,文图拉·弗拉尼,表中无ID
菲利波·法尔塞蒂,Q16556042,雇佣,文图拉·弗拉尼,表中无ID
贾科莫·卡萨诺瓦,Q83321,朋友,沃尔德斯坦伯爵,Q472851
马歇尔·舒伦伯格,Q70910,认识,沃森,Q378043
斯特兰奇,表中无ID,推荐,沃斯利爵士,Q7528684
卡西亚诺,Q1048333,赞助,沃特,Q317920
弗朗西斯科·阿尔加罗蒂,Q439081,评价,沃沃曼斯,Q454671
亨利四世,Q936976,赠予纹章,乌尔班八世,Q131579
马菲奥·巴尔贝里尼,Q131579,头衔,乌尔班八世,Q131579
马菲奥·巴尔贝里尼,Q131579,成为,乌尔班八世,Q131579
因诺森特十世,Q101266,继承,乌尔班八世,Q131579
弗朗西斯科·马鲁切利,Q3750256,赞助,西奥多·赫尔姆·布雷克,表中无ID
弗朗西斯科·马鲁切利,Q3750256,委托,西奥多·赫尔姆·布雷克,表中无ID
马歇尔·舒伦伯格,Q70910,认识,西庇阿,Q2307
贾科莫·阿米戈尼,Q380897,描绘,西吉斯蒙德·斯特赖特,Q90687
费迪南德大公,Q465178,委托,西罗·费里,Q975452
费迪南德大公,Q465178,赞助,西罗·费里,Q975452
弗朗切斯科·巴尔贝里尼,Q2662344,委托,西罗·费里,Q975452
路易十四,Q7742,邀请,西罗·费里,Q975452
麦克斯威尼,Q5102690,邀请,西马洛里,Q3766629
麦克斯威尼,Q5102690,委托,西马洛里,Q3766629
欧文·麦克斯维尼,Q5102690,委托,西马洛里,Q3766629
西吉斯蒙德·施特赖特,Q90687,认识,西马洛里,Q3766629
弗朗切斯科·巴尔贝里尼,Q2662344,赞助,西蒙·沃特,Q317920
卡西亚诺·达尔·波佐,Q1048333,赞助,西蒙·沃特,Q317920
马歇尔·舒伦伯格,Q70910,委托,西蒙尼尼,Q3081094
费迪南德大公,Q465178,支持,西皮奥内·马费伊,Q3831958
卡洛·洛多利,Q601642,教授,西塞罗,Q1541
乌尔班八世,Q131579,委托,希皮奥内·鲍格才,Q452570
安吉洛·奎里尼,Q536447,崇敬,希皮奥内·马菲,Q3831958
安吉洛·奎里尼,Q536447,认识,希皮奥内·马菲,Q3831958
卡洛·洛多利,Q601642,通信,希皮奥内·马菲,Q3831958
卡洛·洛多利,Q601642,联系,希皮奥内·马菲,Q3831958
费迪南德大公,Q465178,赞助,小阿尼洛·法尔科内,Q546528
安东尼奥·玛丽亚·扎内蒂,Q944948,表亲,小安东尼奥·玛丽亚·扎内蒂,Q18507790
安东尼奥·玛丽亚·扎内蒂,Q944948,合著,小安东尼奥·玛丽亚·扎内蒂,Q18507790
玛丽·德·美第奇,Q182021,雇用,小弗兰兹·普鲁布斯,Q934540
西吉斯蒙德·施特赖特,Q90687,认识,休·奥尼尔,Q3787443
安吉洛·奎里尼,Q536447,结识,雅各布·莫雷利,Q3791431
安东尼奥·玛丽亚·扎内蒂,Q944948,收藏,雅克·卡洛,Q460124
保罗·焦尔达诺,Q519364,赞助,雅克·卡洛,Q460124
圭多·雷尼,Q109061,影响,雅克·库尔图瓦,Q1366347
米开朗基罗·塞阔齐,Q979862,结识,雅克·库尔图瓦,Q1366347
米开朗基罗·塞阔齐,Q979862,影响,雅克·库尔图瓦,Q1366347
米开朗基罗·塞阔齐,Q979862,认识,雅克·库尔图瓦,Q1366347
约瑟夫·史密斯,Q476702,认识,亚里吉·兰迪尼,Q61472319
皮埃特罗·奥托博尼,Q101294,侄子,亚历山大八世,Q101294
马歇尔·舒伦伯格,Q70910,认识,亚历山大大帝,Q8409
贾科莫·奎里尼,Q85969264,批评,亚历山大七世,Q127254
尼科洛·西蒙内利,Q97072945,任职,亚历山大七世,Q127254
马尔凯塞·朱斯蒂尼亚尼,Q1396468,赞助,亚历山德罗·阿尔加尔迪,Q336798
弗兰西斯·哈斯克尔,Q320477,感谢,亚历山德罗·贝塔格诺,Q59527613
安德里亚·梅莫,Q1052776,认识,亚历山德罗·隆吉,Q1855242
安德里亚·梅莫,Q1052776,评论,亚历山德罗·隆吉,Q1855242
安吉洛·奎里尼,Q536447,认识,亚历山德罗·隆吉,Q1855242
彼得罗·莫斯基尼,表中无ID,委托,亚历山德罗·隆吉,Q1855242
费迪南德大公,Q465178,雇用,亚历山德罗·马尔凯西尼,Q3460024
弗兰西斯·哈斯克尔,Q320477,感谢,亚历山德罗·马拉博蒂尼·马拉博蒂,Q19753755
费迪南德大公,Q465178,聘请,亚历山德罗·斯卡拉蒂,Q183087
费迪南德大公,Q465178,资助,亚历山德罗·斯卡拉蒂,Q183087
费迪南德大公,Q465178,委托,亚历山德罗·斯卡拉蒂,Q183087
卡西亚诺·达尔·波佐,Q1048333,雇用,亚历山德罗·瓦罗塔里,Q1727824
萨尔瓦多·罗萨,Q359421,批评,扬·米尔,Q979945
约翰·威廉选帝侯,Q64266,邀请,扬·韦尼克斯,Q1346044
保罗·焦尔达诺,Q519364,赞助,杨·范·登·赫克,Q2486064
安吉洛·奎里尼,Q536447,崇拜,伊壁鸠鲁,Q43216
马歇尔·舒伦伯格,Q70910,认识,伊菲根尼亚,Q192673
弗兰西斯·哈斯克尔,Q320477,感谢,伊丽莎白·欧玛,Q4990813
约瑟夫·史密斯,Q476702,认识,伊尼戈·琼斯,Q295929
安吉洛·奎里尼,Q536447,结识,伊西多罗·比安奇,Q3155339
唐娜·奥林匹娅,Q260170,拒付,因诺森特十世,Q101266
托马索·鲁福,Q2661419,任命,英诺森特十二世,Q132708
马歇尔·舒伦伯格,Q70910,认识,尤金王子,Q152428
马歇尔·舒伦伯格,Q70910,服役,尤金王子,Q152428
马歇尔·舒伦伯格,Q70910,服役于,尤金王子,Q152428
约瑟夫·史密斯,Q476702,认识,约翰·布雷瓦尔,Q6230521
约瑟夫·史密斯,Q476702,认识,约翰·弗莱明,Q6233420
弗朗西斯科·阿尔加罗蒂,Q439081,结识,约翰·赫维,表中无ID
约瑟夫·史密斯,Q476702,认识,约翰·康杜特,Q6226846
弗朗西斯科·阿尔加罗蒂,Q439081,影响,约翰·康斯太勃尔,Q159297
詹姆斯·布莱吉斯,Q333238,雇用,约翰·克里斯托夫·佩普施,Q371825
沙夫茨伯里三世,Q333294,派遣,约翰·克洛斯特,Q6226403
约瑟夫·史密斯,Q476702,再婚,约翰·穆雷妹妹,表中无ID
约瑟夫·史密斯,Q476702,结婚,约翰·穆雷妹妹,表中无ID
乔万尼·玛利亚·萨索,Q56007029,联系,约翰·斯基普,Q18813283
西吉斯蒙德·施特赖特,Q90687,认识,约翰·斯特兰格,表中无ID
阿德里安·范德维尔夫,Q368053,效力,约翰·威廉,Q64266
珀尔尼茨男爵,Q92292,评价,约翰·威廉,Q64266
乔治·玛丽亚·拉帕里尼,Q1525490,指导,约翰·威廉,Q64266
乔治·玛丽亚·拉帕里尼,Q1525490,赞美,约翰·威廉,Q64266
扬·韦尼克斯,Q1346044,效力,约翰·威廉,Q64266
阿德里安·范德维尔夫,Q368053,效力,约翰·威廉选帝侯,Q64266
安东尼奥·巴莱斯特拉,Q386500,拒绝,约翰·威廉选帝侯,Q64266
安娜·玛丽亚·卢多维卡,Q233181,影响,约翰·威廉选帝侯,Q64266
佩莱格里尼,Q1358364,效力,约翰·威廉选帝侯,Q64266
乔治·玛丽亚·拉帕里尼,Q1525490,引导,约翰·威廉选帝侯,Q64266
扬·韦尼克斯,Q1346044,效力,约翰·威廉选帝侯,Q64266
弗朗西斯科·阿尔加罗蒂,Q439081,认识,约翰·温克尔曼,Q57280
安妮女王,Q151209,喜爱,约翰·谢菲尔德,Q2736244
尤金王子,Q152428,评价,约翰·谢菲尔德,Q2736244
卡西亚诺·达尔·波佐,Q1048333,交流,约翰·伊夫林,Q342712
安德里亚·梅莫,Q1052776,认识,约瑟夫·史密斯,Q476702
安德里亚·梅莫,Q1052776,拜访,约瑟夫·史密斯,Q476702
安东尼奥·玛丽亚·扎内蒂,Q944948,代理,约瑟夫·史密斯,Q476702
安东尼奥·玛丽亚·扎内蒂(老),Q944948,结识,约瑟夫·史密斯,Q476702
弗朗西斯科·阿尔加罗蒂,Q439081,合作,约瑟夫·史密斯,Q476702
罗伯特·亚当,结果不唯一,访问,约瑟夫·史密斯,Q476702
卡洛·洛多利,Q601642,认识,约瑟夫·史密斯,Q476702
麦克斯威尼,Q5102690,合作,约瑟夫·史密斯,Q476702
唐·彼得罗·安东尼奥·托尼,Q2374666,代理,约瑟夫·史密斯,Q476702
朱斯蒂尼亚娜·温妮,Q466860,认识,约瑟夫·史密斯,Q476702
约瑟夫·史密斯,Q476702,款待,约书亚·雷诺兹,Q194402
乔万尼·巴蒂斯塔·西马洛里,Q3766629,雇佣,赞贝利,Q5936529
斯特凡诺·萨格雷多,表中无ID,父亲,扎卡里亚·萨格雷多,Q97446740
唐·彼得罗·安东尼奥·托尼,Q2374666,代理,扎卡里亚·萨格雷多,Q97446740
维也纳·福斯卡里尼,表中无ID,母亲,扎卡里亚·萨格雷多,Q97446740
约翰·布雷瓦尔,Q6230521,评价,扎卡里亚·萨格雷多,Q97446740
唐·彼得罗·安东尼奥·托尼,Q2374666,担任,扎卡里亚·萨格雷多代理,Q97446740
约瑟夫·史密斯,Q476702,雇佣,扎伊斯,Q579698
玛丽·德·美第奇,Q182021,委托,詹·波隆那,Q220136
欧金尼奥·巴蒂斯蒂,Q61472533,研究,詹巴蒂斯塔·阿古奇,Q3766546
切萨雷·多诺弗里奥,Q93248382,评价,詹巴蒂斯塔·阿古奇,Q3766546
阿马德奥·斯瓦杰,表中无ID,联系,詹巴蒂斯塔·蒂耶波洛,Q186202
萨尔瓦多·罗萨,Q359421,咨询,詹巴蒂斯塔·里恰尔迪,Q55769135
萨尔瓦多·罗萨,Q359421,信任,詹巴蒂斯塔·里恰尔迪,Q55769135
马塞洛·萨凯蒂,Q6087600,朋友,詹巴蒂斯塔·马里诺,Q332489
维奥拉,Q3034775,研究,詹巴蒂斯塔·马里诺,Q332489
费迪南德大公,Q465178,委托,詹保罗·卡瓦尼亚,Q1135967
洛伦佐·奥诺弗里奥,Q3837032,雇佣,詹弗朗切斯科·格里马尔迪,Q1342809
洛伦佐·奥诺弗里奥·科隆纳,Q3837032,委托,詹弗朗切斯科·格里马尔迪,Q1342809
约瑟夫·史密斯,Q476702,认识,詹姆斯·怀亚特,Q1350728
斯泰尔斯先生,表中无ID,雇用,詹姆斯·桑希尔,Q1681192
约瑟夫·史密斯,Q476702,认识,詹姆斯·亚当,Q2618073
约翰·谢菲尔德,Q2736244,结婚,詹姆斯二世私生女,表中无人名
克里斯蒂娜,Q52937,赞助,詹南克洛·坎尼尼,Q5563665
克里斯蒂娜女王,Q52937,赞助,詹南克洛·坎尼尼,Q5563665
克里斯蒂娜女王,Q52937,委托,詹南克洛·坎尼尼,Q5563665
费迪南德大公,Q465178,委托,詹南托尼奥·富米亚尼,Q1432600
费迪南德大公,Q465178,赞助,詹南托尼奥·富米亚尼,Q1432600
乌尔班八世,Q131579,雇佣,朱利奥·罗斯皮格里奥西,Q155961
乌尔班八世,Q131579,委托,朱利奥·罗斯皮格里奥西,Q155961
弗朗西斯科·巴尔贝里尼,Q2662344,保护,朱利奥·罗斯皮利奥西,Q155961
乌尔班八世,Q131579,任命,朱利奥·罗斯皮格里奥西,Q155961
黎塞留,Q26702,任命,朱利奥·马扎林,Q166056
路易十四,Q7742,支持,朱利奥·马扎林,Q166056
路易十四,Q7742,任命,朱利奥·马扎林,Q166056
乌尔班八世,Q131579,任命,朱利奥·曼奇尼,Q3769699
保罗·焦尔达诺,Q519364,赞助,朱利奥·帕里吉,Q3107948
科斯塔贾蒂侯爵,表中无ID,反对,朱利亚诺·菲内利,Q1469300
弗拉米尼奥·科墨,Q3746370,雇用,朱塞佩·安格利,Q378182
弗拉米尼奥·科墨,Q3746370,聘请,朱塞佩·安格利,Q378182
鲁道夫·帕卢奇尼,Q3438258,研究,朱塞佩·安格利,Q378182
教皇克莱门特十一世,Q129967,任命,朱塞佩·盖齐,Q1749764
教皇因诺森特十三世,Q133100,任命,朱塞佩·盖齐,Q1749764
克莱门特十一世,Q129967,授予,朱塞佩·盖齐,Q1749764
帕尔马公爵,Q544873,授予,朱塞佩·盖齐,Q1749764
因诺森特十三世,Q133100,任命,朱塞佩·盖齐,Q1749764
费迪南德大公,Q465178,委托,朱塞佩·甘巴里尼,Q3108045
乔凡尼·安东尼奥·阿曼尼,表中无ID,写信,朱塞佩·马利亚·萨索,表中无ID
安德烈亚·费雷里奥,Q18217670,师从,朱塞佩·马扎,Q3108086
费迪南德大公,Q465178,委托,朱塞佩·马扎,Q3108086
贾科莫·德拉·莱纳,表中无ID,通信,朱塞佩·玛丽亚·克雷斯皮,Q528620
费迪南德大公,Q465178,赞助,朱塞佩·玛丽亚·克雷斯皮,Q528620
费迪南德大公,Q465178,委托,朱塞佩·玛丽亚·克雷斯皮,Q528620
费迪南德大公,Q465178,任命,朱塞佩·玛丽亚·克雷斯皮,Q528620
皮埃特罗·奥托博尼,Q101294,邀请,朱塞佩·玛丽亚·克雷斯皮,Q528620
乔瓦尼·里奇,表中无ID,资助,朱塞佩·玛丽亚·克雷斯皮,Q528620
马歇尔·舒伦伯格,Q70910,委托,朱塞佩·诺加里,Q465422
费迪南德大公,Q465178,赞助,朱塞佩·皮纳奇,Q27981856
马尔凯塞·朱斯蒂尼亚尼,Q1396468,赞助,朱塞佩·切萨里,Q3664072
安东尼奥·巴尔巴罗,Q711845,委托,朱塞佩·萨尔迪,Q3771406
安德里亚·梅莫,Q1052776,认识,朱塞佩·苏伯雷拉斯,Q109877001
安吉洛·奎里尼,Q536447,委托,朱塞佩·苏伯雷拉斯,Q109877001
阿尔布里兹,Q21748854,雇佣,朱塞佩·扎伊斯,Q579698
阿尔莫罗·皮萨尼,家族名称，无ID,雇佣,朱塞佩·扎伊斯,Q579698
安德里亚·梅莫,Q1052776,追求,朱斯蒂尼亚娜·温妮,Q466860
安德里亚·梅莫,Q1052776,争夺,朱斯蒂尼亚娜·温妮,Q466860
安德里亚·梅莫,Q1052776,暧昧,朱斯蒂尼亚娜·温妮,Q466860
安德里亚·梅莫,Q1052776,关系,朱斯蒂尼亚娜·温妮,Q466860
安德里亚·梅莫,Q1052776,追求,朱斯蒂尼亚娜·温妮,Q466860
安德里亚·梅莫,Q1052776,认识,朱斯蒂尼亚娜·温妮,Q466860
安吉洛·奎里尼,Q536447,朋友,朱斯蒂尼亚娜·温妮,Q466860
安吉洛·奎里尼,Q536447,结交,朱斯蒂尼亚娜·温妮,Q466860
史密斯领事,Q476702,追求,朱斯蒂尼亚娜·温妮,Q466860
约瑟夫·史密斯,Q476702,追求,朱斯蒂尼亚娜·温妮,Q466860
约瑟夫·史密斯,Q476702,追求,朱斯蒂尼亚娜·温妮,Q466860
安东尼奥·玛丽亚·扎内蒂,Q944948,欣赏,祖卡雷利,Q919093
巴勒蒂,Q741900,赞扬,祖卡雷利,Q919093
弗朗西斯科·阿尔加罗蒂,Q439081,委托,祖卡雷利,Q919093
弗朗西斯科·阿尔加罗蒂,Q439081,委托,祖卡雷利,Q919093
弗朗西斯科·阿尔加罗蒂,Q439081,委托,祖卡雷利,Q919093
加斯帕罗·高兹,Q1232510,赞扬,祖卡雷利,Q919093
加斯帕罗·高兹,Q1232513,赞扬,祖卡雷利,Q919093
卡尔·古斯塔夫·泰辛,Q1038496,购买,祖卡雷利,Q919093
卡纳莱托,Q182664,影响,祖卡雷利,Q919093
老安东·玛丽亚·扎内蒂,Q944948,赞美,祖卡雷利,Q919093
马歇尔·舒伦伯格,Q70910,赞助,祖卡雷利,Q919093
乔瓦尼·巴蒂斯塔·比菲,Q16559762,赞美,祖卡雷利,Q919093
塞缪尔·约翰逊,Q183266,赞扬,祖卡雷利,Q919093
西吉斯蒙德·施特赖特,Q90687,收藏,祖卡雷利,Q919093
约瑟夫·史密斯,Q476702,赞助,祖卡雷利,Q919093
